Initial_check,Initials_data_extraction,TMF_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,Censored_data_strategy,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMF_188,FW_024,S_010,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,2.2,2,2.3,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMF_189,FW_024,S_010,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.5,1.5,1.6,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMF_190,FW_024,S_010,MeFOSAA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.87,0.58,1.3,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMF_191,FW_024,S_010,FOSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.9,1.9,2,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMF_192,FW_025,S_010,PFOA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,6,5,7.3,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_193,FW_025,S_010,PFNA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,3.1,2.7,3.5,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_194,FW_025,S_010,PFDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.7,1.6,1.9,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_195,FW_025,S_010,PFUnDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.8,1.6,2,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_196,FW_025,S_010,PFDoDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.1,0.94,1.2,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_197,FW_025,S_010,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.66,0.49,0.87,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_198,FW_025,S_010,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.33,0.2,0.54,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_199,FW_025,S_010,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,4.3,3.5,5.1,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_200,FW_025,S_010,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,3.9,3.3,4.6,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_201,FW_025,S_010,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,2.5,2.3,2.6,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_202,FW_025,S_010,FOSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,2.3,2.2,2.4,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_203,FW_026,S_010,PFOA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1,0.91,1.1,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_204,FW_026,S_010,PFNA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.88,0.81,0.97,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_205,FW_026,S_010,PFDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.96,0.91,1,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_206,FW_026,S_010,PFUnDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.93,0.86,1,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_207,FW_026,S_010,PFDoDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.3,1.1,1.4,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_208,FW_026,S_010,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.96,0.89,1,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_209,FW_026,S_010,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.2,1,1.5,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_210,FW_026,S_010,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.5,1.2,1.9,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_211,FW_026,S_010,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,1.5,1.3,1.6,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMF_212,FW_026,S_010,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,not provided,,10^slope,0.94,0.92,0.97,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
